"","Combination.label","First.ad","Second.ad","Third.ad","Fourth.ad","Probability.of.combination","Ordered.combination","row"
"307","c210","H2N2_T","H4N3_T","H1N4_T","H3N1_T","P(c210 | G=T)=1/576","H2N2_T, H4N3_T, H1N4_T, H3N1_T",1053
"157","c156","H2N1_T","H1N4_T","H4N3_T","H3N2_T","P(c156 | G=T)=1/576","H2N1_T, H1N4_T, H4N3_T, H3N2_T",1054
"630","c340","H3N2_T","H2N1_T","H4N4_T","H1N3_T","P(c340 | G=T)=1/576","H3N2_T, H2N1_T, H4N4_T, H1N3_T",1055
"1313","c96","H1N3_T","H3N4_T","H4N2_T","H2N1_T","P(c96 | G=T)=1/576","H1N3_T, H3N4_T, H4N2_T, H2N1_T",1056
"479","c282","H2N4_T","H4N2_T","H1N3_T","H3N1_T","P(c282 | G=T)=1/576","H2N4_T, H4N2_T, H1N3_T, H3N1_T",1057
"1155","c555","H4N4_T","H2N1_T","H3N2_T","H1N3_T","P(c555 | G=T)=1/576","H4N4_T, H2N1_T, H3N2_T, H1N3_T",1058
"624","c334","H3N2_T","H1N4_T","H2N3_T","H4N1_T","P(c334 | G=T)=1/576","H3N2_T, H1N4_T, H2N3_T, H4N1_T",1059
"914","c456","H4N1_T","H2N4_T","H3N3_T","H1N2_T","P(c456 | G=T)=1/576","H4N1_T, H2N4_T, H3N3_T, H1N2_T",1060
"623","c334","H3N2_T","H1N4_T","H2N3_T","H4N1_T","P(c334 | G=T)=1/576","H3N2_T, H1N4_T, H2N3_T, H4N1_T",1061
"560","c313","H3N1_T","H4N2_T","H1N3_T","H2N4_T","P(c313 | G=T)=1/576","H3N1_T, H4N2_T, H1N3_T, H2N4_T",1062
"881","c440","H4N1_T","H1N3_T","H3N4_T","H2N2_T","P(c440 | G=T)=1/576","H4N1_T, H1N3_T, H3N4_T, H2N2_T",1063
"1288","c82","H1N3_T","H2N4_T","H3N2_T","H4N1_T","P(c82 | G=T)=1/576","H1N3_T, H2N4_T, H3N2_T, H4N1_T",1064
"345","c226","H2N3_T","H1N4_T","H3N2_T","H4N1_T","P(c226 | G=T)=1/576","H2N3_T, H1N4_T, H3N2_T, H4N1_T",1065
"933","c463","H4N1_T","H3N3_T","H2N2_T","H1N4_T","P(c463 | G=T)=1/576","H4N1_T, H3N3_T, H2N2_T, H1N4_T",1066
"1134","c547","H4N4_T","H1N2_T","H3N1_T","H2N3_T","P(c547 | G=T)=1/576","H4N4_T, H1N2_T, H3N1_T, H2N3_T",1067
"360","c23","H1N1_T","H3N4_T","H4N2_T","H2N3_T","P(c23 | G=T)=1/576","H1N1_T, H3N4_T, H4N2_T, H2N3_T",1068
"761","c386","H3N3_T","H4N1_T","H1N4_T","H2N2_T","P(c386 | G=T)=1/576","H3N3_T, H4N1_T, H1N4_T, H2N2_T",1069
"1310","c94","H1N3_T","H3N4_T","H2N2_T","H4N1_T","P(c94 | G=T)=1/576","H1N3_T, H3N4_T, H2N2_T, H4N1_T",1070
"1246","c68","H1N2_T","H4N3_T","H3N4_T","H2N1_T","P(c68 | G=T)=1/576","H1N2_T, H4N3_T, H3N4_T, H2N1_T",1071
"1273","c77","H1N3_T","H2N2_T","H3N1_T","H4N4_T","P(c77 | G=T)=1/576","H1N3_T, H2N2_T, H3N1_T, H4N4_T",1072
"342","c226","H2N3_T","H1N4_T","H3N2_T","H4N1_T","P(c226 | G=T)=1/576","H2N3_T, H1N4_T, H3N2_T, H4N1_T",1073
"74","c125","H1N4_T","H3N2_T","H2N1_T","H4N3_T","P(c125 | G=T)=1/576","H1N4_T, H3N2_T, H2N1_T, H4N3_T",1074
"796","c402","H3N4_T","H1N2_T","H2N3_T","H4N1_T","P(c402 | G=T)=1/576","H3N4_T, H1N2_T, H2N3_T, H4N1_T",1075
"1305","c91","H1N3_T","H3N2_T","H4N1_T","H2N4_T","P(c91 | G=T)=1/576","H1N3_T, H3N2_T, H4N1_T, H2N4_T",1076
"273","c197","H2N2_T","H3N3_T","H1N1_T","H4N4_T","P(c197 | G=T)=1/576","H2N2_T, H3N3_T, H1N1_T, H4N4_T",1077
"258","c192","H2N2_T","H1N4_T","H4N3_T","H3N1_T","P(c192 | G=T)=1/576","H2N2_T, H1N4_T, H4N3_T, H3N1_T",1078
"702","c366","H3N3_T","H1N2_T","H2N4_T","H4N1_T","P(c366 | G=T)=1/576","H3N3_T, H1N2_T, H2N4_T, H4N1_T",1079
"370","c234","H2N3_T","H3N2_T","H1N4_T","H4N1_T","P(c234 | G=T)=1/576","H2N3_T, H3N2_T, H1N4_T, H4N1_T",1080
"758","c385","H3N3_T","H4N1_T","H1N2_T","H2N4_T","P(c385 | G=T)=1/576","H3N3_T, H4N1_T, H1N2_T, H2N4_T",1081
"1208","c574","H4N4_T","H3N3_T","H1N2_T","H2N1_T","P(c574 | G=T)=1/576","H4N4_T, H3N3_T, H1N2_T, H2N1_T",1082
"1063","c521","H4N3_T","H2N2_T","H1N1_T","H3N4_T","P(c521 | G=T)=1/576","H4N3_T, H2N2_T, H1N1_T, H3N4_T",1083
"272","c197","H2N2_T","H3N3_T","H1N1_T","H4N4_T","P(c197 | G=T)=1/576","H2N2_T, H3N3_T, H1N1_T, H4N4_T",1084
"137","c149","H2N1_T","H1N3_T","H3N2_T","H4N4_T","P(c149 | G=T)=1/576","H2N1_T, H1N3_T, H3N2_T, H4N4_T",1085
"243","c186","H2N2_T","H1N3_T","H3N4_T","H4N1_T","P(c186 | G=T)=1/576","H2N2_T, H1N3_T, H3N4_T, H4N1_T",1086
"484","c285","H2N4_T","H4N3_T","H1N1_T","H3N2_T","P(c285 | G=T)=1/576","H2N4_T, H4N3_T, H1N1_T, H3N2_T",1087
"30","c11","H1N1_T","H2N4_T","H4N2_T","H3N3_T","P(c11 | G=T)=1/576","H1N1_T, H2N4_T, H4N2_T, H3N3_T",1088
"183","c165","H2N1_T","H3N4_T","H1N2_T","H4N3_T","P(c165 | G=T)=1/576","H2N1_T, H3N4_T, H1N2_T, H4N3_T",1089
"739","c380","H3N3_T","H2N2_T","H4N4_T","H1N1_T","P(c380 | G=T)=1/576","H3N3_T, H2N2_T, H4N4_T, H1N1_T",1090
"1269","c75","H1N3_T","H2N1_T","H4N2_T","H3N4_T","P(c75 | G=T)=1/576","H1N3_T, H2N1_T, H4N2_T, H3N4_T",1091
"1243","c67","H1N2_T","H4N3_T","H3N1_T","H2N4_T","P(c67 | G=T)=1/576","H1N2_T, H4N3_T, H3N1_T, H2N4_T",1092
"252","c19","H1N1_T","H3N3_T","H4N2_T","H2N4_T","P(c19 | G=T)=1/576","H1N1_T, H3N3_T, H4N2_T, H2N4_T",1093
"189","c167","H2N1_T","H3N4_T","H4N2_T","H1N3_T","P(c167 | G=T)=1/576","H2N1_T, H3N4_T, H4N2_T, H1N3_T",1094
"621","c333","H3N2_T","H1N4_T","H2N1_T","H4N3_T","P(c333 | G=T)=1/576","H3N2_T, H1N4_T, H2N1_T, H4N3_T",1095
"354","c23","H1N1_T","H3N4_T","H4N2_T","H2N3_T","P(c23 | G=T)=1/576","H1N1_T, H3N4_T, H4N2_T, H2N3_T",1096
"826","c419","H3N4_T","H2N3_T","H4N1_T","H1N2_T","P(c419 | G=T)=1/576","H3N4_T, H2N3_T, H4N1_T, H1N2_T",1097
"1055","c517","H4N3_T","H2N1_T","H1N2_T","H3N4_T","P(c517 | G=T)=1/576","H4N3_T, H2N1_T, H1N2_T, H3N4_T",1098
"842","c426","H3N4_T","H4N2_T","H1N3_T","H2N1_T","P(c426 | G=T)=1/576","H3N4_T, H4N2_T, H1N3_T, H2N1_T",1099
"368","c234","H2N3_T","H3N2_T","H1N4_T","H4N1_T","P(c234 | G=T)=1/576","H2N3_T, H3N2_T, H1N4_T, H4N1_T",1100
"972","c48","H1N2_T","H2N4_T","H4N3_T","H3N1_T","P(c48 | G=T)=1/576","H1N2_T, H2N4_T, H4N3_T, H3N1_T",1101
"398","c245","H2N3_T","H4N2_T","H1N1_T","H3N4_T","P(c245 | G=T)=1/576","H2N3_T, H4N2_T, H1N1_T, H3N4_T",1102
"1267","c75","H1N3_T","H2N1_T","H4N2_T","H3N4_T","P(c75 | G=T)=1/576","H1N3_T, H2N1_T, H4N2_T, H3N4_T",1103
"228","c18","H1N1_T","H3N3_T","H2N4_T","H4N2_T","P(c18 | G=T)=1/576","H1N1_T, H3N3_T, H2N4_T, H4N2_T",1104
"1262","c74","H1N3_T","H2N1_T","H3N4_T","H4N2_T","P(c74 | G=T)=1/576","H1N3_T, H2N1_T, H3N4_T, H4N2_T",1105
"296","c206","H2N2_T","H4N1_T","H1N4_T","H3N3_T","P(c206 | G=T)=1/576","H2N2_T, H4N1_T, H1N4_T, H3N3_T",1106
"114","c142","H1N4_T","H4N3_T","H2N2_T","H3N1_T","P(c142 | G=T)=1/576","H1N4_T, H4N3_T, H2N2_T, H3N1_T",1107
"533","c298","H3N1_T","H1N4_T","H2N3_T","H4N2_T","P(c298 | G=T)=1/576","H3N1_T, H1N4_T, H2N3_T, H4N2_T",1108
"596","c327","H3N2_T","H1N1_T","H4N3_T","H2N4_T","P(c327 | G=T)=1/576","H3N2_T, H1N1_T, H4N3_T, H2N4_T",1109
"422","c258","H2N4_T","H1N2_T","H3N3_T","H4N1_T","P(c258 | G=T)=1/576","H2N4_T, H1N2_T, H3N3_T, H4N1_T",1110
"822","c417","H3N4_T","H2N3_T","H1N1_T","H4N2_T","P(c417 | G=T)=1/576","H3N4_T, H2N3_T, H1N1_T, H4N2_T",1111
"262","c194","H2N2_T","H3N1_T","H1N4_T","H4N3_T","P(c194 | G=T)=1/576","H2N2_T, H3N1_T, H1N4_T, H4N3_T",1112
"64","c120","H1N4_T","H2N3_T","H4N2_T","H3N1_T","P(c120 | G=T)=1/576","H1N4_T, H2N3_T, H4N2_T, H3N1_T",1113
"1203","c572","H4N4_T","H3N2_T","H2N3_T","H1N1_T","P(c572 | G=T)=1/576","H4N4_T, H3N2_T, H2N3_T, H1N1_T",1114
"284","c2","H1N1_T","H2N2_T","H3N4_T","H4N3_T","P(c2 | G=T)=1/576","H1N1_T, H2N2_T, H3N4_T, H4N3_T",1115
"1114","c539","H4N3_T","H3N4_T","H2N1_T","H1N2_T","P(c539 | G=T)=1/576","H4N3_T, H3N4_T, H2N1_T, H1N2_T",1116
"969","c479","H4N2_T","H1N4_T","H3N1_T","H2N3_T","P(c479 | G=T)=1/576","H4N2_T, H1N4_T, H3N1_T, H2N3_T",1117
"255","c190","H2N2_T","H1N4_T","H3N3_T","H4N1_T","P(c190 | G=T)=1/576","H2N2_T, H1N4_T, H3N3_T, H4N1_T",1118
"833","c421","H3N4_T","H4N1_T","H1N2_T","H2N3_T","P(c421 | G=T)=1/576","H3N4_T, H4N1_T, H1N2_T, H2N3_T",1119
"1285","c80","H1N3_T","H2N2_T","H4N4_T","H3N1_T","P(c80 | G=T)=1/576","H1N3_T, H2N2_T, H4N4_T, H3N1_T",1120
"109","c140","H1N4_T","H4N2_T","H3N3_T","H2N1_T","P(c140 | G=T)=1/576","H1N4_T, H4N2_T, H3N3_T, H2N1_T",1121
"815","c410","H3N4_T","H2N1_T","H1N3_T","H4N2_T","P(c410 | G=T)=1/576","H3N4_T, H2N1_T, H1N3_T, H4N2_T",1122
"1289","c82","H1N3_T","H2N4_T","H3N2_T","H4N1_T","P(c82 | G=T)=1/576","H1N3_T, H2N4_T, H3N2_T, H4N1_T",1123
"958","c474","H4N2_T","H1N3_T","H2N4_T","H3N1_T","P(c474 | G=T)=1/576","H4N2_T, H1N3_T, H2N4_T, H3N1_T",1124
"330","c221","H2N3_T","H1N2_T","H3N1_T","H4N4_T","P(c221 | G=T)=1/576","H2N3_T, H1N2_T, H3N1_T, H4N4_T",1125
"411","c252","H2N3_T","H4N4_T","H3N2_T","H1N1_T","P(c252 | G=T)=1/576","H2N3_T, H4N4_T, H3N2_T, H1N1_T",1126
"561","c313","H3N1_T","H4N2_T","H1N3_T","H2N4_T","P(c313 | G=T)=1/576","H3N1_T, H4N2_T, H1N3_T, H2N4_T",1127
"1218","c59","H1N2_T","H3N4_T","H4N1_T","H2N3_T","P(c59 | G=T)=1/576","H1N2_T, H3N4_T, H4N1_T, H2N3_T",1128
"883","c441","H4N1_T","H1N4_T","H2N2_T","H3N3_T","P(c441 | G=T)=1/576","H4N1_T, H1N4_T, H2N2_T, H3N3_T",1129
"303","c208","H2N2_T","H4N1_T","H3N4_T","H1N3_T","P(c208 | G=T)=1/576","H2N2_T, H4N1_T, H3N4_T, H1N3_T",1130
"1080","c529","H4N3_T","H3N1_T","H1N2_T","H2N4_T","P(c529 | G=T)=1/576","H4N3_T, H3N1_T, H1N2_T, H2N4_T",1131
"821","c416","H3N4_T","H2N2_T","H4N3_T","H1N1_T","P(c416 | G=T)=1/576","H3N4_T, H2N2_T, H4N3_T, H1N1_T",1132
"46","c115","H1N4_T","H2N2_T","H4N1_T","H3N3_T","P(c115 | G=T)=1/576","H1N4_T, H2N2_T, H4N1_T, H3N3_T",1133
"16","c105","H1N3_T","H4N4_T","H2N1_T","H3N2_T","P(c105 | G=T)=1/576","H1N3_T, H4N4_T, H2N1_T, H3N2_T",1134
"668","c354","H3N2_T","H4N3_T","H1N4_T","H2N1_T","P(c354 | G=T)=1/576","H3N2_T, H4N3_T, H1N4_T, H2N1_T",1135
"56","c116","H1N4_T","H2N2_T","H4N3_T","H3N1_T","P(c116 | G=T)=1/576","H1N4_T, H2N2_T, H4N3_T, H3N1_T",1136
"1069","c524","H4N3_T","H2N2_T","H3N4_T","H1N1_T","P(c524 | G=T)=1/576","H4N3_T, H2N2_T, H3N4_T, H1N1_T",1137
"234","c181","H2N2_T","H1N1_T","H3N3_T","H4N4_T","P(c181 | G=T)=1/576","H2N2_T, H1N1_T, H3N3_T, H4N4_T",1138
"17","c106","H1N3_T","H4N4_T","H2N2_T","H3N1_T","P(c106 | G=T)=1/576","H1N3_T, H4N4_T, H2N2_T, H3N1_T",1139
"1086","c531","H4N3_T","H3N1_T","H2N2_T","H1N4_T","P(c531 | G=T)=1/576","H4N3_T, H3N1_T, H2N2_T, H1N4_T",1140
"379","c238","H2N3_T","H3N4_T","H1N2_T","H4N1_T","P(c238 | G=T)=1/576","H2N3_T, H3N4_T, H1N2_T, H4N1_T",1141
"671","c354","H3N2_T","H4N3_T","H1N4_T","H2N1_T","P(c354 | G=T)=1/576","H3N2_T, H4N3_T, H1N4_T, H2N1_T",1142
"351","c23","H1N1_T","H3N4_T","H4N2_T","H2N3_T","P(c23 | G=T)=1/576","H1N1_T, H3N4_T, H4N2_T, H2N3_T",1143
"1007","c493","H4N2_T","H3N1_T","H1N3_T","H2N4_T","P(c493 | G=T)=1/576","H4N2_T, H3N1_T, H1N3_T, H2N4_T",1144
"669","c354","H3N2_T","H4N3_T","H1N4_T","H2N1_T","P(c354 | G=T)=1/576","H3N2_T, H4N3_T, H1N4_T, H2N1_T",1145
"436","c264","H2N4_T","H1N3_T","H4N2_T","H3N1_T","P(c264 | G=T)=1/576","H2N4_T, H1N3_T, H4N2_T, H3N1_T",1146
"143","c151","H2N1_T","H1N3_T","H4N2_T","H3N4_T","P(c151 | G=T)=1/576","H2N1_T, H1N3_T, H4N2_T, H3N4_T",1147
"127","c147","H2N1_T","H1N2_T","H4N3_T","H3N4_T","P(c147 | G=T)=1/576","H2N1_T, H1N2_T, H4N3_T, H3N4_T",1148
"13","c103","H1N3_T","H4N2_T","H3N1_T","H2N4_T","P(c103 | G=T)=1/576","H1N3_T, H4N2_T, H3N1_T, H2N4_T",1149
"722","c373","H3N3_T","H2N1_T","H1N2_T","H4N4_T","P(c373 | G=T)=1/576","H3N3_T, H2N1_T, H1N2_T, H4N4_T",1150
"77","c126","H1N4_T","H3N2_T","H2N3_T","H4N1_T","P(c126 | G=T)=1/576","H1N4_T, H3N2_T, H2N3_T, H4N1_T",1151
"139","c15","H1N1_T","H3N2_T","H4N3_T","H2N4_T","P(c15 | G=T)=1/576","H1N1_T, H3N2_T, H4N3_T, H2N4_T",1152
"764","c387","H3N3_T","H4N1_T","H2N2_T","H1N4_T","P(c387 | G=T)=1/576","H3N3_T, H4N1_T, H2N2_T, H1N4_T",1153
"921","c46","H1N2_T","H2N4_T","H3N3_T","H4N1_T","P(c46 | G=T)=1/576","H1N2_T, H2N4_T, H3N3_T, H4N1_T",1154
"1301","c9","H1N1_T","H2N4_T","H3N2_T","H4N3_T","P(c9 | G=T)=1/576","H1N1_T, H2N4_T, H3N2_T, H4N3_T",1155
"82","c129","H1N4_T","H3N3_T","H2N1_T","H4N2_T","P(c129 | G=T)=1/576","H1N4_T, H3N3_T, H2N1_T, H4N2_T",1156
"261","c194","H2N2_T","H3N1_T","H1N4_T","H4N3_T","P(c194 | G=T)=1/576","H2N2_T, H3N1_T, H1N4_T, H4N3_T",1157
"1284","c8","H1N1_T","H2N3_T","H4N4_T","H3N2_T","P(c8 | G=T)=1/576","H1N1_T, H2N3_T, H4N4_T, H3N2_T",1158
"1304","c90","H1N3_T","H3N2_T","H2N4_T","H4N1_T","P(c90 | G=T)=1/576","H1N3_T, H3N2_T, H2N4_T, H4N1_T",1159
"1263","c74","H1N3_T","H2N1_T","H3N4_T","H4N2_T","P(c74 | G=T)=1/576","H1N3_T, H2N1_T, H3N4_T, H4N2_T",1160
"1315","c97","H1N3_T","H4N1_T","H2N2_T","H3N4_T","P(c97 | G=T)=1/576","H1N3_T, H4N1_T, H2N2_T, H3N4_T",1161
"1087","c531","H4N3_T","H3N1_T","H2N2_T","H1N4_T","P(c531 | G=T)=1/576","H4N3_T, H3N1_T, H2N2_T, H1N4_T",1162
"774","c394","H3N3_T","H4N4_T","H1N2_T","H2N1_T","P(c394 | G=T)=1/576","H3N3_T, H4N4_T, H1N2_T, H2N1_T",1163
"1281","c8","H1N1_T","H2N3_T","H4N4_T","H3N2_T","P(c8 | G=T)=1/576","H1N1_T, H2N3_T, H4N4_T, H3N2_T",1164
"708","c368","H3N3_T","H1N2_T","H4N4_T","H2N1_T","P(c368 | G=T)=1/576","H3N3_T, H1N2_T, H4N4_T, H2N1_T",1165
"967","c478","H4N2_T","H1N4_T","H2N3_T","H3N1_T","P(c478 | G=T)=1/576","H4N2_T, H1N4_T, H2N3_T, H3N1_T",1166
"434","c264","H2N4_T","H1N3_T","H4N2_T","H3N1_T","P(c264 | G=T)=1/576","H2N4_T, H1N3_T, H4N2_T, H3N1_T",1167
"458","c275","H2N4_T","H3N3_T","H4N1_T","H1N2_T","P(c275 | G=T)=1/576","H2N4_T, H3N3_T, H4N1_T, H1N2_T",1168
"803","c406","H3N4_T","H1N3_T","H2N2_T","H4N1_T","P(c406 | G=T)=1/576","H3N4_T, H1N3_T, H2N2_T, H4N1_T",1169
"442","c269","H2N4_T","H3N2_T","H1N1_T","H4N3_T","P(c269 | G=T)=1/576","H2N4_T, H3N2_T, H1N1_T, H4N3_T",1170
"165","c158","H2N1_T","H3N2_T","H1N4_T","H4N3_T","P(c158 | G=T)=1/576","H2N1_T, H3N2_T, H1N4_T, H4N3_T",1171
"1021","c5","H1N1_T","H2N3_T","H3N2_T","H4N4_T","P(c5 | G=T)=1/576","H1N1_T, H2N3_T, H3N2_T, H4N4_T",1172
"85","c13","H1N1_T","H3N2_T","H2N3_T","H4N4_T","P(c13 | G=T)=1/576","H1N1_T, H3N2_T, H2N3_T, H4N4_T",1173
"99","c135","H1N4_T","H4N1_T","H3N2_T","H2N3_T","P(c135 | G=T)=1/576","H1N4_T, H4N1_T, H3N2_T, H2N3_T",1174
"1032","c505","H4N3_T","H1N1_T","H2N2_T","H3N4_T","P(c505 | G=T)=1/576","H4N3_T, H1N1_T, H2N2_T, H3N4_T",1175
"1109","c536","H4N3_T","H3N2_T","H2N4_T","H1N1_T","P(c536 | G=T)=1/576","H4N3_T, H3N2_T, H2N4_T, H1N1_T",1176
"374","c236","H2N3_T","H3N2_T","H4N4_T","H1N1_T","P(c236 | G=T)=1/576","H2N3_T, H3N2_T, H4N4_T, H1N1_T",1177
"1296","c88","H1N3_T","H3N1_T","H4N4_T","H2N2_T","P(c88 | G=T)=1/576","H1N3_T, H3N1_T, H4N4_T, H2N2_T",1178
"295","c206","H2N2_T","H4N1_T","H1N4_T","H3N3_T","P(c206 | G=T)=1/576","H2N2_T, H4N1_T, H1N4_T, H3N3_T",1179
"317","c216","H2N2_T","H4N4_T","H3N3_T","H1N1_T","P(c216 | G=T)=1/576","H2N2_T, H4N4_T, H3N3_T, H1N1_T",1180
"589","c325","H3N2_T","H1N1_T","H2N3_T","H4N4_T","P(c325 | G=T)=1/576","H3N2_T, H1N1_T, H2N3_T, H4N4_T",1181
"220","c178","H2N1_T","H4N4_T","H1N3_T","H3N2_T","P(c178 | G=T)=1/576","H2N1_T, H4N4_T, H1N3_T, H3N2_T",1182
"901","c449","H4N1_T","H2N3_T","H1N2_T","H3N4_T","P(c449 | G=T)=1/576","H4N1_T, H2N3_T, H1N2_T, H3N4_T",1183
"1083","c530","H4N3_T","H3N1_T","H1N4_T","H2N2_T","P(c530 | G=T)=1/576","H4N3_T, H3N1_T, H1N4_T, H2N2_T",1184
"754","c384","H3N3_T","H2N4_T","H4N2_T","H1N1_T","P(c384 | G=T)=1/576","H3N3_T, H2N4_T, H4N2_T, H1N1_T",1185
"212","c176","H2N1_T","H4N3_T","H3N4_T","H1N2_T","P(c176 | G=T)=1/576","H2N1_T, H4N3_T, H3N4_T, H1N2_T",1186
"961","c475","H4N2_T","H1N3_T","H3N1_T","H2N4_T","P(c475 | G=T)=1/576","H4N2_T, H1N3_T, H3N1_T, H2N4_T",1187
"667","c353","H3N2_T","H4N3_T","H1N1_T","H2N4_T","P(c353 | G=T)=1/576","H3N2_T, H4N3_T, H1N1_T, H2N4_T",1188
"534","c299","H3N1_T","H1N4_T","H4N2_T","H2N3_T","P(c299 | G=T)=1/576","H3N1_T, H1N4_T, H4N2_T, H2N3_T",1189
"641","c344","H3N2_T","H2N3_T","H4N4_T","H1N1_T","P(c344 | G=T)=1/576","H3N2_T, H2N3_T, H4N4_T, H1N1_T",1190
"214","c177","H2N1_T","H4N4_T","H1N2_T","H3N3_T","P(c177 | G=T)=1/576","H2N1_T, H4N4_T, H1N2_T, H3N3_T",1191
"720","c372","H3N3_T","H1N4_T","H4N2_T","H2N1_T","P(c372 | G=T)=1/576","H3N3_T, H1N4_T, H4N2_T, H2N1_T",1192
"329","c220","H2N3_T","H1N1_T","H4N4_T","H3N2_T","P(c220 | G=T)=1/576","H2N3_T, H1N1_T, H4N4_T, H3N2_T",1193
"636","c342","H3N2_T","H2N3_T","H1N4_T","H4N1_T","P(c342 | G=T)=1/576","H3N2_T, H2N3_T, H1N4_T, H4N1_T",1194
"918","c458","H4N1_T","H3N2_T","H1N4_T","H2N3_T","P(c458 | G=T)=1/576","H4N1_T, H3N2_T, H1N4_T, H2N3_T",1195
"197","c173","H2N1_T","H4N3_T","H1N2_T","H3N4_T","P(c173 | G=T)=1/576","H2N1_T, H4N3_T, H1N2_T, H3N4_T",1196
"45","c114","H1N4_T","H2N2_T","H3N3_T","H4N1_T","P(c114 | G=T)=1/576","H1N4_T, H2N2_T, H3N3_T, H4N1_T",1197
"510","c293","H3N1_T","H1N3_T","H2N2_T","H4N4_T","P(c293 | G=T)=1/576","H3N1_T, H1N3_T, H2N2_T, H4N4_T",1198
"1318","c99","H1N3_T","H4N1_T","H3N2_T","H2N4_T","P(c99 | G=T)=1/576","H1N3_T, H4N1_T, H3N2_T, H2N4_T",1199
"163","c157","H2N1_T","H3N2_T","H1N3_T","H4N4_T","P(c157 | G=T)=1/576","H2N1_T, H3N2_T, H1N3_T, H4N4_T",1200
"681","c359","H3N2_T","H4N4_T","H2N1_T","H1N3_T","P(c359 | G=T)=1/576","H3N2_T, H4N4_T, H2N1_T, H1N3_T",1201
"270","c197","H2N2_T","H3N3_T","H1N1_T","H4N4_T","P(c197 | G=T)=1/576","H2N2_T, H3N3_T, H1N1_T, H4N4_T",1202
"831","c421","H3N4_T","H4N1_T","H1N2_T","H2N3_T","P(c421 | G=T)=1/576","H3N4_T, H4N1_T, H1N2_T, H2N3_T",1203
"90","c131","H1N4_T","H3N3_T","H4N1_T","H2N2_T","P(c131 | G=T)=1/576","H1N4_T, H3N3_T, H4N1_T, H2N2_T",1204
"445","c27","H1N1_T","H4N2_T","H3N3_T","H2N4_T","P(c27 | G=T)=1/576","H1N1_T, H4N2_T, H3N3_T, H2N4_T",1205
"1163","c559","H4N4_T","H2N2_T","H3N1_T","H1N3_T","P(c559 | G=T)=1/576","H4N4_T, H2N2_T, H3N1_T, H1N3_T",1206
"909","c452","H4N1_T","H2N3_T","H3N4_T","H1N2_T","P(c452 | G=T)=1/576","H4N1_T, H2N3_T, H3N4_T, H1N2_T",1207
"1010","c495","H4N2_T","H3N1_T","H2N3_T","H1N4_T","P(c495 | G=T)=1/576","H4N2_T, H3N1_T, H2N3_T, H1N4_T",1208
"505","c291","H3N1_T","H1N2_T","H4N3_T","H2N4_T","P(c291 | G=T)=1/576","H3N1_T, H1N2_T, H4N3_T, H2N4_T",1209
"848","c428","H3N4_T","H4N2_T","H2N3_T","H1N1_T","P(c428 | G=T)=1/576","H3N4_T, H4N2_T, H2N3_T, H1N1_T",1210
"402","c247","H2N3_T","H4N2_T","H3N1_T","H1N4_T","P(c247 | G=T)=1/576","H2N3_T, H4N2_T, H3N1_T, H1N4_T",1211
"1320","c99","H1N3_T","H4N1_T","H3N2_T","H2N4_T","P(c99 | G=T)=1/576","H1N3_T, H4N1_T, H3N2_T, H2N4_T",1212
"1017","c499","H4N2_T","H3N3_T","H2N1_T","H1N4_T","P(c499 | G=T)=1/576","H4N2_T, H3N3_T, H2N1_T, H1N4_T",1213
"83","c129","H1N4_T","H3N3_T","H2N1_T","H4N2_T","P(c129 | G=T)=1/576","H1N4_T, H3N3_T, H2N1_T, H4N2_T",1214
"1106","c536","H4N3_T","H3N2_T","H2N4_T","H1N1_T","P(c536 | G=T)=1/576","H4N3_T, H3N2_T, H2N4_T, H1N1_T",1215
"975","c481","H4N2_T","H2N1_T","H1N3_T","H3N4_T","P(c481 | G=T)=1/576","H4N2_T, H2N1_T, H1N3_T, H3N4_T",1216
"1259","c73","H1N3_T","H2N1_T","H3N2_T","H4N4_T","P(c73 | G=T)=1/576","H1N3_T, H2N1_T, H3N2_T, H4N4_T",1217
"894","c446","H4N1_T","H2N2_T","H1N4_T","H3N3_T","P(c446 | G=T)=1/576","H4N1_T, H2N2_T, H1N4_T, H3N3_T",1218
"994","c487","H4N2_T","H2N3_T","H3N1_T","H1N4_T","P(c487 | G=T)=1/576","H4N2_T, H2N3_T, H3N1_T, H1N4_T",1219
"1308","c93","H1N3_T","H3N4_T","H2N1_T","H4N2_T","P(c93 | G=T)=1/576","H1N3_T, H3N4_T, H2N1_T, H4N2_T",1220
"146","c152","H2N1_T","H1N3_T","H4N4_T","H3N2_T","P(c152 | G=T)=1/576","H2N1_T, H1N3_T, H4N4_T, H3N2_T",1221
"1162","c559","H4N4_T","H2N2_T","H3N1_T","H1N3_T","P(c559 | G=T)=1/576","H4N4_T, H2N2_T, H3N1_T, H1N3_T",1222
"576","c319","H3N1_T","H4N3_T","H2N2_T","H1N4_T","P(c319 | G=T)=1/576","H3N1_T, H4N3_T, H2N2_T, H1N4_T",1223
"507","c292","H3N1_T","H1N2_T","H4N4_T","H2N3_T","P(c292 | G=T)=1/576","H3N1_T, H1N2_T, H4N4_T, H2N3_T",1224
"776","c395","H3N3_T","H4N4_T","H2N1_T","H1N2_T","P(c395 | G=T)=1/576","H3N3_T, H4N4_T, H2N1_T, H1N2_T",1225
